1	 -35.3
1.1	 -45.7873
1.2	 -50.2761
1.3	 -50.8544
1.4	 -49.0767
1.5	 -46.0704
1.6	 -42.6239
1.7	 -39.262
1.8	 -36.3075
1.9	 -33.9325
2	 -32.2
2.1	 -31.0971
2.2	 -30.5619
2.3	 -30.5037
2.4	 -30.8185
2.5	 -31.4007
2.6	 -32.1509
2.7	 -32.9814
2.8	 -33.8186
2.9	 -34.6054
3	 -35.3
3.1	 -35.876
3.2	 -36.3202
3.3	 -36.6308
3.4	 -36.8153
3.5	 -36.8879
3.6	 -36.8678
3.7	 -36.7768
3.8	 -36.6374
3.9	 -36.4717
4	 -36.3
4.1	 -36.1396
4.2	 -36.0045
4.3	 -35.9048
4.4	 -35.8469
4.5	 -35.8332
4.6	 -35.8627
4.7	 -35.9315
4.8	 -36.033
4.9	 -36.159
5	 -36.3
5.1	 -36.446
5.2	 -36.5872
5.3	 -36.7144
5.4	 -36.82
5.5	 -36.8978
5.6	 -36.9435
5.7	 -36.9552
5.8	 -36.9332
5.9	 -36.8799
6	 -36.8
6.1	 -36.6998
6.2	 -36.5871
6.3	 -36.4709
6.4	 -36.3606
6.5	 -36.2658
6.6	 -36.1956
6.7	 -36.1582
6.8	 -36.1602
6.9	 -36.2066
7	 -36.3
7.1	 -36.4404
7.2	 -36.6254
7.3	 -36.8496
7.4	 -37.1052
7.5	 -37.3818
7.6	 -37.667
7.7	 -37.9467
7.8	 -38.2057
7.9	 -38.4285
8	 -38.6
8.1	 -38.7061
8.2	 -38.7349
8.3	 -38.6773
8.4	 -38.5277
8.5	 -38.2852
8.6	 -37.9534
8.7	 -37.5415
8.8	 -37.0643
8.9	 -36.542
9	 -36
9.1	 -35.4681
9.2	 -34.9797
9.3	 -34.5703
9.4	 -34.2759
9.5	 -34.1306
9.6	 -34.1645
9.7	 -34.4012
9.8	 -34.8543
9.9	 -35.5252
10	 -36.4
10.1	 -37.4466
10.2	 -38.6131
10.3	 -39.8261
10.4	 -40.9906
10.5	 -41.9912
10.6	 -42.6952
10.7	 -42.9585
10.8	 -42.634
10.9	 -41.5846
11	 -39.7
11.1	 -36.9196
11.2	 -33.2618
11.3	 -28.861
11.4	 -24.0134
11.5	 -19.2338
11.6	 -15.3234
11.7	 -13.4527
11.8	 -15.259
11.9	 -22.9619
12	 -39.5
