1	 -21.9
1.1	 -39.865
1.2	 -48.7157
1.3	 -51.3556
1.4	 -50.0015
1.5	 -46.3106
1.6	 -41.4876
1.7	 -36.3771
1.8	 -31.5407
1.9	 -27.322
2	 -23.9
2.1	 -21.3339
2.2	 -19.5985
2.3	 -18.6128
2.4	 -18.263
2.5	 -18.4194
2.6	 -18.9495
2.7	 -19.7272
2.8	 -20.6394
2.9	 -21.5896
3	 -22.5
3.1	 -23.3119
3.2	 -23.9851
3.3	 -24.4962
3.4	 -24.837
3.5	 -25.0115
3.6	 -25.0341
3.7	 -24.9263
3.8	 -24.7149
3.9	 -24.4294
4	 -24.1
4.1	 -23.7561
4.2	 -23.4247
4.3	 -23.1294
4.4	 -22.8895
4.5	 -22.7198
4.6	 -22.6299
4.7	 -22.6248
4.8	 -22.7046
4.9	 -22.8656
5	 -23.1
5.1	 -23.3972
5.2	 -23.7445
5.3	 -24.1272
5.4	 -24.5304
5.5	 -24.9386
5.6	 -25.3375
5.7	 -25.7136
5.8	 -26.0553
5.9	 -26.3531
6	 -26.6
6.1	 -26.7916
6.2	 -26.9261
6.3	 -27.0044
6.4	 -27.0299
6.5	 -27.0082
6.6	 -26.947
6.7	 -26.8551
6.8	 -26.7428
6.9	 -26.6208
7	 -26.5
7.1	 -26.3909
7.2	 -26.3032
7.3	 -26.2453
7.4	 -26.2242
7.5	 -26.2449
7.6	 -26.3102
7.7	 -26.4209
7.8	 -26.5755
7.9	 -26.7704
8	 -27
8.1	 -27.257
8.2	 -27.5327
8.3	 -27.8176
8.4	 -28.1018
8.5	 -28.3752
8.6	 -28.6285
8.7	 -28.8535
8.8	 -29.0432
8.9	 -29.1929
9	 -29.3
9.1	 -29.3641
9.2	 -29.3873
9.3	 -29.3737
9.4	 -29.3296
9.5	 -29.2621
9.6	 -29.1789
9.7	 -29.0872
9.8	 -28.9926
9.9	 -28.8975
10	 -28.8
10.1	 -28.6927
10.2	 -28.5611
10.3	 -28.3828
10.4	 -28.1269
10.5	 -27.7542
10.6	 -27.2177
10.7	 -26.4653
10.8	 -25.443
10.9	 -24.1007
11	 -22.4
11.1	 -20.3252
11.2	 -17.8976
11.3	 -15.1945
11.4	 -12.3726
11.5	 -9.69788
11.6	 -7.58185
11.7	 -6.62639
11.8	 -7.67736
11.9	 -11.8889
12	 -20.8
